type,entry_price,ret_1M,ret_3M,ret_6M,ret_12M,system
ACCUM_BUY,4.659999847412109,-1.5021394230966045,-13.733903163988604,-32.6180212935426,,Acumulación
ACCUM_BUY,0.10000000149011612,0.0,0.0,0.0,249.99998882412928,Acumulación
ACCUM_BUY,0.10000000149011612,0.0,0.0,249.99998882412928,500.000014901161,Acumulación
ACCUM_BUY,1.4500000476837158,16.551724251328693,24.137923663635142,177.93103981244843,31.03447680524376,Acumulación
ACCUM_BUY,10.57149887084961,0.7262142964108209,-21.78649204060976,-28.177197695628877,57.51634187398851,Acumulación
ACCUM_BUY,21.279029846191406,5.216424024366417,24.7806449068422,53.09352350322776,11.781471342752203,Acumulación
ACCUM_BUY,10.225934982299805,31.2115918889605,47.63083261911445,31.70917318167956,323.7011863649632,Acumulación
ACCUM_BUY,13.65207576751709,-6.212428587465424,-21.19193399425605,-43.01253370621336,76.01104668947546,Acumulación
ACCUM_BUY,7.71324348449707,-16.8762322386393,5.207382069213828,93.25833013720953,64.30770474789445,Acumulación
BB_SQUEEZE_BUY,300.0,-13.599995930989584,-46.39999898274739,-53.06666564941407,-61.06666564941406,Bollinger MR
BB_SQUEEZE_BUY,1.690000057220459,-10.059175771481588,6.508869311918364,,,Bollinger MR
BB_SQUEEZE_BUY,2.5899999141693115,-27.027025161077532,-36.679535133464235,-48.64864528993955,-48.64864528993955,Bollinger MR
BB_SQUEEZE_BUY,4.519999980926514,11.94690186132119,165.70797078676125,177.4336286453383,11.725668408071765,Bollinger MR
BB_SQUEEZE_BUY,4.230000019073486,16.075645987528063,34.751767932937994,132.38770400429357,,Bollinger MR
BB_BOUNCE,1.7899999618530273,17.31843292659212,56.42458167528082,50.279336008238886,319.2737583453164,Bollinger MR
BB_SQUEEZE_BUY,1.7400000095367432,-18.96551960383054,-30.459768303729916,-52.52873731739911,-59.88505689640123,Bollinger MR
BB_BOUNCE,7.099999904632568,-9.8591523755994,8.450702995658975,,,Bollinger MR
BB_SQUEEZE_BUY,4.739999771118164,33.33334339318947,127.63714098888386,63.080177053468134,325.1054977113827,Bollinger MR
BB_SQUEEZE_BUY,39.0,28.205128205128215,3.8461538461538547,-23.076923076923073,-53.71795067420373,Bollinger MR
BB_SQUEEZE_BUY,27.450000762939453,18.39708231949708,-12.568308440986776,-21.67577631171732,-44.44444598854368,Bollinger MR
BB_BOUNCE,27.850000381469727,10.233394407297759,12.280071919027602,-30.125677493991855,7.145420983341277,Bollinger MR
BB_BOUNCE,50.79999923706055,-26.771650941678303,-25.19684927027018,-47.637793738264456,-52.7559048022759,Bollinger MR
